id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1394855458524146950,2756864,2012-06-27,"Zürich, Switzerland",within a few hours,100%,33%,f,6.0,16.0,"['email', 'phone']",t,t,Au-Haidhausen,48.12415,11.58945,Entire rental unit,Entire home/apt,1,1.0,1 bath,1.0,1.0,"[""Outdoor dining area"", ""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Washer"", ""TV""]",136.0,180,730,28.0,180.0,730.0,730.0,168.3,730.0,t,0,0,0,31,2025-06-25,0,0,0,31,0,0,0.0,,,,,,,,,,f,3,3,0,0,
1394952345199572401,688881434,2025-04-08,,within an hour,100%,100%,f,1.0,2.0,"['email', 'phone']",t,t,Neuhausen-Nymphenburg,48.14635120000001,11.531555,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Wifi"", ""Lock on bedroom door"", ""Kitchen"", ""Dedicated workspace"", ""Washer"", ""TV""]",53.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,13,30,32,286,2025-06-25,12,12,7,111,0,72,3816.0,2025-05-08,2025-06-22,4.92,4.92,4.92,5.0,5.0,4.92,4.83,f,1,0,1,0,7.35
1395452471339843420,682281574,2025-03-04,,within an hour,91%,100%,f,7.0,7.0,"['email', 'phone']",t,t,Altstadt-Lehel,48.1338883,11.5845038,Room in hotel,Private room,4,1.0,1 shared bath,1.0,2.0,"[""Dining table"", ""Essentials"", ""Hot water"", ""Cooking basics"", ""Self check-in"", ""Microwave"", ""Hair dryer"", ""Dedicated workspace"", ""Coffee maker"", ""Shampoo"", ""Body soap"", ""Dishes and silverware"", ""Smart lock"", ""Coffee"", ""Long term stays allowed"", ""Dishwasher"", ""Refrigerator"", ""TV""]",165.0,1,365,2.0,3.0,6.0,6.0,2.1,6.0,t,18,37,58,321,2025-06-26,0,0,0,150,0,0,0.0,,,,,,,,,,t,7,0,7,0,
1395486217457734310,682281574,2025-03-04,,within an hour,91%,100%,f,7.0,7.0,"['email', 'phone']",t,t,Altstadt-Lehel,48.1338883,11.5845038,Room in hotel,Private room,8,1.0,1 shared bath,1.0,4.0,"[""Dining table"", ""Essentials"", ""Cooking basics"", ""Self check-in"", ""Microwave"", ""Hair dryer"", ""Dedicated workspace"", ""Coffee maker"", ""Shampoo"", ""Body soap"", ""Dishes and silverware"", ""Smart lock"", ""Coffee"", ""Dishwasher"", ""Refrigerator"", ""TV""]",197.0,1,365,2.0,3.0,6.0,6.0,2.1,6.0,t,6,20,47,309,2025-06-26,1,1,0,133,0,6,1182.0,2025-05-16,2025-05-16,4.0,5.0,4.0,5.0,5.0,5.0,4.0,t,7,0,7,0,0.71
1395503070954104926,21784755,2014-09-25,"Munich, Germany",within a day,100%,33%,f,1.0,1.0,"['email', 'phone']",t,t,Schwabing-West,48.15546,11.57499,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Oven"", ""Drying rack for clothing"", ""Hangers"", ""Washer"", ""Bed linens"", ""Elevator"", ""Stove"", ""Coffee maker"", ""Host greets you"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""TV"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Private patio or balcony"", ""Dining table"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Paid parking on premises"", ""Bathtub""]",198.0,2,30,2.0,2.0,30.0,30.0,2.0,30.0,t,7,20,50,50,2025-06-25,0,0,0,50,0,0,0.0,,,,,,,,,,f,1,1,0,0,
1395606516756529501,424679836,2021-09-26,,within a few hours,100%,81%,t,4.0,4.0,"['email', 'phone']",t,t,Schwabing-Freimann,48.15805,11.58566,Private room in rental unit,Private room,10,1.0,1 shared bath,1.0,1.0,"[""Pets allowed"", ""Luggage dropoff allowed"", ""Iron"", ""Oven"", ""Microwave"", ""Shared backyard"", ""Blender"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""First aid kit"", ""Dishwasher"", ""Shower gel"", ""Conditioner"", ""Other electric stove"", ""Toaster"", ""Bed linens"", ""Elevator"", ""Laundromat nearby"", ""Pocket wifi"", ""Central heating"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""Single level home"", ""Kitchen"", ""Movie theater"", ""Hair dryer"", ""Dedicated workspace"", ""Room-darkening shades"", ""Coffee"", ""Cleaning products"", ""Freezer"", ""Fire extinguisher"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Body soap"", ""Dishes and silverware"", ""Paid parking on premises"", ""Housekeeping available every day - available at extra cost"", ""Long term stays allowed"", ""Free dryer"", ""Bathtub"", ""Exercise equipment""]",448.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,0,0,22,35,2025-06-25,1,1,1,35,0,6,2688.0,2025-06-01,2025-06-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,2,2,0,1.0
1395636883585296832,581705768,2024-06-05,"Munich, Germany",within an hour,100%,59%,f,3.0,5.0,"['email', 'phone']",t,t,Neuhausen-Nymphenburg,48.15806,11.52222,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,0.0,"[""Free parking garage on premises"", ""Kitchen"", ""Wifi"", ""TV""]",123.0,1,365,2.0,2.0,365.0,365.0,2.0,365.0,t,23,50,80,355,2025-06-25,1,1,0,180,0,6,738.0,2025-04-20,2025-04-20,2.0,3.0,1.0,4.0,1.0,4.0,2.0,f,3,3,0,0,0.45
1395766217236263957,38655626,2015-07-16,"Munich, Germany",within a few hours,92%,64%,f,1.0,3.0,"['email', 'phone']",t,f,Feldmoching-Hasenbergl,48.19165,11.54489,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Outdoor dining area"", ""Wifi"", ""Lock on bedroom door"", ""Bed linens"", ""Lockbox"", ""Heating"", ""Kitchen"", ""First aid kit"", ""Fire pit"", ""Free parking on premises"", ""Self check-in"", ""Dedicated workspace"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""BBQ grill"", ""Washer"", ""Exercise equipment""]",37.0,1,31,1.0,2.0,31.0,31.0,1.6,31.0,t,19,26,48,60,2025-06-25,7,7,4,60,0,42,1554.0,2025-04-12,2025-06-20,4.86,4.86,4.86,5.0,4.86,5.0,4.86,f,1,0,1,0,2.8
1396572302824520968,332487055,2020-02-01,,within a day,84%,22%,f,59.0,101.0,"['email', 'phone']",t,t,Milbertshofen-Am Hart,48.20032178540821,11.589056393477092,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Iron"", ""Lock on bedroom door"", ""Oven"", ""Microwave"", ""Hangers"", ""Washer"", ""Dishwasher"", ""Shower gel"", ""Baking sheet"", ""Essentials"", ""Toaster"", ""Bed linens"", ""Stove"", ""Coffee maker"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""TV"", ""Heating"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Dedicated workspace"", ""Trash compactor"", ""Room-darkening shades"", ""Coffee"", ""Freezer"", ""Wifi"", ""Lockbox"", ""Clothing storage"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Bathtub""]",68.0,14,365,14.0,14.0,365.0,365.0,14.0,365.0,t,30,60,90,90,2025-06-25,0,0,0,90,0,0,0.0,,,,,,,,,,f,32,9,23,0,
1396600297838645782,74189328,2016-05-26,"Munich, Germany",within an hour,100%,97%,f,3.0,4.0,"['email', 'phone']",t,t,Schwabing-Freimann,48.1668579,11.5865847,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Cleaning products"", ""Kitchen"", ""Shower gel"", ""Body soap"", ""Smoke alarm"", ""Heating"", ""Dedicated workspace"", ""Fast wifi \u2013 233 Mbps"", ""Hair dryer"", ""Paid parking garage off premises"", ""Hangers"", ""Hot water"", ""Refrigerator"", ""Bed linens"", ""Shampoo"", ""Dryer"", ""Drying rack for clothing"", ""Clothing storage"", ""Washer""]",360.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,0,0,11,26,2025-06-30,5,5,5,26,0,30,10800.0,2025-06-03,2025-06-09,4.8,4.6,4.4,4.8,4.8,4.8,4.6,t,3,3,0,0,5.0
1397030232254632588,510450464,2023-04-17,"Munich, Germany",,,,f,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Untergiesing-Harlaching,48.10674,11.5776,Entire condo,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Drying rack for clothing"", ""Oven"", ""Microwave"", ""Blender"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Dishwasher"", ""Ethernet connection"", ""Shower gel"", ""Baking sheet"", ""Essentials"", ""Bed linens"", ""Stove"", ""Coffee maker"", ""Cleaning available during stay"", ""Host greets you"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""TV"", ""Heating"", ""Kitchen"", ""Dedicated workspace"", ""Books and reading material"", ""Coffee"", ""Cleaning products"", ""Private patio or balcony"", ""Dining table"", ""Freezer"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Body soap"", ""Dishes and silverware"", ""Private entrance""]",90.0,14,39,14.0,14.0,39.0,39.0,14.0,39.0,t,0,0,0,115,2025-06-25,0,0,0,40,0,0,0.0,,,,,,,,,,f,1,1,0,0,
1397037811130615609,255238194,2019-04-11,"Munich, Germany",within an hour,100%,57%,f,1.0,1.0,"['email', 'phone']",t,t,Maxvorstadt,48.154512088348426,11.5653576805222,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Clothing storage: wardrobe"", ""Microwave"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Dishwasher"", ""Baking sheet"", ""Other electric stove"", ""Toaster"", ""Bed linens"", ""Elevator"", ""Host greets you"", ""Laundromat nearby"", ""Central heating"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""TV"", ""Sound system"", ""Kitchen"", ""Hair dryer"", ""Stainless steel single oven"", ""Room-darkening shades"", ""Coffee"", ""Outdoor furniture"", ""Cleaning products"", ""Private patio or balcony"", ""Rice maker"", ""Dining table"", ""Freezer"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Body soap"", ""Dishes and silverware"", ""Paid parking on premises"", ""Bathtub"", ""Private entrance""]",217.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,30,60,90,365,2025-06-25,0,0,0,190,0,0,0.0,,,,,,,,,,f,1,1,0,0,
1397667214052420555,306479434,2019-11-03,"Munich, Germany",within an hour,100%,100%,t,2.0,3.0,"['email', 'phone']",t,t,Ramersdorf-Perlach,48.1085582,11.6207944,Private room in townhouse,Private room,6,1.5,1.5 baths,1.0,5.0,"[""Outdoor dining area"", ""Board games"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Lock on bedroom door"", ""Oven"", ""Microwave"", ""Hangers"", ""Washer"", ""First aid kit"", ""Dishwasher"", ""Ethernet connection"", ""Pack \u2019n play/Travel crib - available upon request"", ""Baking sheet"", ""Essentials"", ""Toaster"", ""Bed linens"", ""Free street parking"", ""Stove"", ""Coffee maker"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""TV"", ""Shared patio or balcony"", ""Barbecue utensils"", ""Long term stays allowed"", ""Heating"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Smart lock"", ""Room-darkening shades"", ""Outdoor furniture"", ""Dining table"", ""Freezer"", ""Fire extinguisher"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""BBQ grill"", ""Dryer""]",92.0,1,90,1.0,4.0,90.0,90.0,1.3,90.0,t,12,33,63,336,2025-06-25,2,2,1,161,0,12,1104.0,2025-05-09,2025-05-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,0,2,0,1.25
1397732344358261611,689579226,2025-04-12,,within a day,90%,67%,f,1.0,1.0,"['email', 'phone']",t,t,Milbertshofen-Am Hart,48.18453,11.56836,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Outdoor dining area"", ""Wifi"", ""Hot tub"", ""Bed linens"", ""Hot water"", ""Hair dryer"", ""Dedicated workspace"", ""Clothing storage: closet"", ""Smoke alarm"", ""Hot water kettle"", ""Bathtub""]",40.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,3,13,16,16,2025-06-25,4,4,1,16,0,24,960.0,2025-05-04,2025-06-07,5.0,5.0,5.0,3.75,4.0,4.75,5.0,f,1,0,1,0,2.26
1397770606609275277,565911949,2024-03-07,"Munich, Germany",within an hour,100%,80%,f,1.0,1.0,"['email', 'phone']",t,t,Feldmoching-Hasenbergl,48.22203629922907,11.557195419100912,Shared room in rental unit,Shared room,1,1.0,1 shared bath,1.0,4.0,"[""Shower gel"", ""Fire extinguisher"", ""Conditioner"", ""Wifi"", ""Hot water"", ""First aid kit"", ""Smoking allowed"", ""Host greets you"", ""Shampoo"", ""Body soap"", ""Smoke alarm"", ""Cleaning products"", ""Washer""]",16.0,3,1125,3.0,190.0,1125.0,1125.0,13.8,1125.0,t,0,22,46,282,2025-06-25,3,3,1,107,0,18,288.0,2025-04-19,2025-05-31,4.67,3.67,4.33,4.67,4.67,4.67,4.67,f,1,0,0,1,1.32
1397891028139279618,33521131,2015-05-16,"Cape Town, South Africa",within a day,100%,68%,t,3.0,3.0,"['email', 'phone']",t,t,Au-Haidhausen,48.1233803,11.5924949,Private room in rental unit,Private room,2,0.5,Private half-bath,1.0,1.0,"[""Outdoor dining area"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Wifi"", ""Lock on bedroom door"", ""Kitchen"", ""Indoor fireplace"", ""First aid kit"", ""Dedicated workspace"", ""Smoke alarm"", ""BBQ grill"", ""Washer"", ""Exercise equipment"", ""Carbon monoxide alarm""]",166.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,t,5,5,13,288,2025-06-25,0,0,0,113,0,0,0.0,,,,,,,,,,f,1,0,1,0,
1398960260623879038,681372099,2025-02-27,,within a few hours,80%,44%,f,1.0,2.0,"['email', 'phone']",t,t,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0897679,11.5124509,Private room in rental unit,Private room,2,1.0,1 private bath,1.0,1.0,"[""Wifi"", ""Lock on bedroom door"", ""Kitchen"", ""Host greets you"", ""Smoke alarm"", ""Washer"", ""TV""]",81.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,0,0,0,175,2025-06-25,3,3,0,0,0,18,1458.0,2025-05-04,2025-05-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,1.7
1399043110365685865,62089303,2016-03-08,Germany,within a day,100%,75%,f,1.0,2.0,"['email', 'phone']",t,t,Maxvorstadt,48.1549548,11.5724283,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Washer"", ""TV"", ""Carbon monoxide alarm""]",270.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,0,0,17,287,2025-06-25,0,0,0,112,0,0,0.0,,,,,,,,,,f,1,1,0,0,
1399265262254635810,2503573,2012-05-30,"Munich, Germany",within an hour,100%,100%,t,5.0,9.0,"['email', 'phone', 'work_email']",t,t,Maxvorstadt,48.14597,11.57874,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Fire extinguisher"", ""Pets allowed"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Washer""]",203.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,t,23,47,73,247,2025-06-26,3,3,3,166,0,18,3654.0,2025-05-28,2025-06-06,5.0,5.0,5.0,5.0,5.0,5.0,4.67,t,5,5,0,0,3.0
1399393214360801165,129395632,2017-05-08,"Bamberg, Germany",within a few hours,80%,84%,f,1.0,3.0,"['email', 'phone']",t,t,Schwanthalerhöhe,48.13569,11.52868,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Pets allowed"", ""Luggage dropoff allowed"", ""Oven"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Outlet covers"", ""Paid parking off premises"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Shower gel"", ""Baking sheet"", ""Other electric stove"", ""Bed linens"", ""Elevator"", ""Cleaning available during stay"", ""Central heating"", ""Smoke alarm"", ""Hot water kettle"", ""Single level home"", ""TV"", ""Kitchen"", ""Hair dryer"", ""EV charger"", ""Dedicated workspace"", ""Room-darkening shades"", ""Cleaning products"", ""Mini fridge"", ""Freezer"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Body soap"", ""Long term stays allowed"", ""Private entrance""]",90.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,28,55,77,102,2025-06-25,3,3,2,102,0,18,1620.0,2025-05-07,2025-06-08,5.0,4.67,4.0,5.0,4.67,4.67,4.33,f,1,1,0,0,1.8
1399747761196256444,509271070,2023-04-09,,within a day,100%,100%,f,1.0,1.0,"['email', 'phone']",f,t,Maxvorstadt,48.151630566498994,11.562520443441976,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Iron"", ""Crib - always at the listing"", ""Hangers"", ""Washer"", ""Shower gel"", ""Baking sheet"", ""Other electric stove"", ""Coffee maker: espresso machine, pour-over coffee"", ""Central heating"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""TV"", ""Barbecue utensils"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Stainless steel oven"", ""Coffee"", ""Cleaning products"", ""Dining table"", ""Freezer"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Body soap"", ""Dishes and silverware"", ""BBQ grill"", ""Bathtub"", ""Free parking on premises""]",135.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,t,27,48,78,78,2025-06-25,1,1,1,78,0,6,810.0,2025-06-06,2025-06-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.0
1400221019989996189,403779367,2021-05-27,"Floh-Seligenthal, Germany",within a day,80%,60%,f,1.0,1.0,['phone'],t,t,Sendling,48.1185010316924,11.54027971349183,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Oven"", ""Clothing storage: wardrobe"", ""First aid kit"", ""Dishwasher"", ""Baking sheet"", ""Other electric stove"", ""Bed linens"", ""Elevator"", ""Fast wifi \u2013 85 Mbps"", ""Laundromat nearby"", ""Central heating"", ""Smoke alarm"", ""Wine glasses"", ""Refrigerator"", ""Private backyard"", ""Kitchen"", ""Dedicated workspace"", ""Room-darkening shades"", ""Dining table"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Private entrance""]",81.0,3,31,1.0,3.0,31.0,31.0,3.0,31.0,t,0,14,25,286,2025-06-25,1,1,1,111,0,6,486.0,2025-06-08,2025-06-08,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.0
1400434212947098832,26896059,2015-01-29,"Munich, Germany",within a few hours,100%,50%,f,1.0,2.0,"['email', 'phone']",t,t,Maxvorstadt,48.14565,11.57147,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Dining table"", ""Wifi"", ""Oven"", ""Clothing storage"", ""Bed linens"", ""Kitchen"", ""Cooking basics"", ""Patio or balcony"", ""Elevator"", ""Stove"", ""Dedicated workspace"", ""Room-darkening shades"", ""Smoke alarm"", ""Hot water kettle"", ""Refrigerator""]",101.0,3,10,1.0,3.0,10.0,10.0,3.0,10.0,t,11,15,15,15,2025-06-26,2,2,1,15,0,12,1212.0,2025-05-09,2025-06-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.22
1400523036385997502,332487055,2020-02-01,,within a day,84%,22%,f,59.0,101.0,"['email', 'phone']",t,t,Maxvorstadt,48.14190747605752,11.558224978224208,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,3.0,"[""Oven"", ""Microwave"", ""Washer"", ""Dishwasher"", ""Baking sheet"", ""Toaster"", ""Stove"", ""Wine glasses"", ""Hot water kettle"", ""TV"", ""Heating"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Dedicated workspace"", ""Coffee"", ""Rice maker"", ""Dining table"", ""Wifi"", ""Lockbox"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Bathtub""]",120.0,3,180,3.0,3.0,180.0,180.0,3.0,180.0,t,5,33,63,63,2025-06-26,2,2,2,63,0,12,1440.0,2025-05-27,2025-06-23,5.0,5.0,4.5,5.0,4.5,5.0,5.0,f,32,9,23,0,2.0
1400587960328359050,84136993,2016-07-16,"Munich, Germany",within an hour,100%,99%,,10.0,10.0,"['email', 'phone', 'work_email']",t,t,Au-Haidhausen,48.121351,11.5786262,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Pets allowed"", ""Oven"", ""Radiant heating"", ""Hangers"", ""Bed linens"", ""Elevator"", ""Host greets you"", ""Smoke alarm"", ""Wine glasses"", ""Single level home"", ""TV"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Coffee maker: pour-over coffee"", ""Mini fridge"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Paid parking on premises"", ""Bathtub""]",180.0,1,30,1.0,10.0,30.0,30.0,1.2,30.0,t,17,34,64,152,2025-06-26,3,3,2,152,0,18,3240.0,2025-05-10,2025-06-04,5.0,5.0,4.67,5.0,5.0,5.0,3.67,f,2,2,0,0,1.88
1400905503782158968,690424960,2025-04-16,,within an hour,100%,50%,f,1.0,1.0,['phone'],t,t,Maxvorstadt,48.15438,11.55458,Private room in rental unit,Private room,1,4.0,4 shared baths,1.0,1.0,"[""Wifi"", ""Lock on bedroom door"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm""]",49.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,0,23,52,231,2025-06-25,2,2,1,151,0,12,588.0,2025-05-11,2025-06-03,5.0,5.0,5.0,5.0,5.0,4.5,5.0,f,1,0,1,0,1.3
1401251093075483520,690503509,2025-04-17,"Munich, Germany",within an hour,100%,99%,f,1.0,1.0,"['email', 'phone']",t,f,Schwabing-Freimann,48.195778,11.6216176,Entire serviced apartment,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Outdoor dining area"", ""Luggage dropoff allowed"", ""Board games"", ""Iron"", ""Drying rack for clothing"", ""Free parking on premises"", ""Microwave"", ""\u2026 refrigerator"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib - available upon request"", ""Shower gel"", ""Essentials"", ""Bed linens"", ""32 inch HDTV with Netflix, standard cable"", ""Fire pit"", ""Free street parking"", ""Portable air conditioning"", ""Host greets you"", ""Cleaning available during stay"", ""Central heating"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Paid dryer \u2013 In building"", ""Barbecue utensils"", ""Long term stays allowed"", ""\u2026 shampoo"", ""Kitchen"", ""Hair dryer"", ""Room-darkening shades"", ""Coffee"", ""Outdoor furniture"", ""Private patio or balcony"", ""Private BBQ grill: charcoal"", ""Mini fridge"", ""Dining table"", ""Freezer"", ""Fire extinguisher"", ""Wifi"", ""Clothing storage"", ""Children\u2019s books and toys for ages 2-5 years old"", ""Hot water"", ""Changing table - available upon request"", ""Crib - available upon request"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""\u2026 body soap"", ""Safe"", ""Private entrance""]",93.0,1,1125,1.0,3.0,1125.0,1125.0,1.2,1125.0,t,9,14,31,209,2025-06-25,19,19,7,116,0,114,10602.0,2025-04-19,2025-06-20,5.0,4.95,5.0,5.0,5.0,4.89,4.89,f,1,1,0,0,8.38
1401408377340013385,113428613,2017-01-26,"Munich, Germany",within an hour,100%,100%,f,1.0,1.0,"['email', 'phone']",t,t,Milbertshofen-Am Hart,48.17745165742657,11.567194014787674,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Outdoor dining area"", ""Exterior security cameras on property"", ""Board games"", ""Iron"", ""Drying rack for clothing"", ""Oven"", ""Pets allowed"", ""Free parking on premises"", ""Blender"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Shower gel"", ""Baking sheet"", ""Conditioner"", ""Essentials"", ""Toaster"", ""Private entrance"", ""Elevator"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""TV"", ""Barbecue utensils"", ""Long term stays allowed"", ""Free dryer \u2013 In unit"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""EV charger"", ""Books and reading material"", ""Coffee"", ""Outdoor furniture"", ""Dining table"", ""Fire extinguisher"", ""Wifi"", ""Clothing storage: closet and wardrobe"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Body soap"", ""Dishes and silverware"", ""BBQ grill"", ""Bathtub"", ""Exercise equipment""]",142.0,3,365,3.0,3.0,365.0,365.0,3.0,365.0,t,0,13,34,309,2025-06-25,1,1,1,134,0,6,852.0,2025-06-02,2025-06-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,1.0
